SK_ID_CURR,Prediction,Conclusion
100998,1,Buruk
101002,0,Baik
101005,1,Buruk
101008,1,Buruk
101020,0,Baik
101021,0,Baik
101024,0,Baik
101025,1,Buruk
101026,0,Baik
101031,1,Buruk
101041,0,Baik
101051,0,Baik
101055,0,Baik
101056,0,Baik
101057,0,Baik
101064,1,Buruk
101079,1,Buruk
101087,0,Baik
101090,1,Buruk
101092,1,Buruk
101097,1,Buruk
101099,1,Buruk
101107,0,Baik
101118,1,Buruk
101125,1,Buruk
101126,1,Buruk
101128,0,Baik
101136,0,Baik
101140,1,Buruk
101149,1,Buruk
101160,1,Buruk
101169,0,Baik
101181,1,Buruk
101186,0,Baik
101190,0,Baik
101193,1,Buruk
101194,1,Buruk
101198,0,Baik
101200,0,Baik
101204,0,Baik
101211,1,Buruk
101213,0,Baik
101223,0,Baik
101225,0,Baik
101237,1,Buruk
101243,1,Buruk
101244,0,Baik
101258,1,Buruk
101259,1,Buruk
101268,0,Baik
101269,0,Baik
101271,1,Buruk
101279,1,Buruk
101281,1,Buruk
101287,0,Baik
101292,1,Buruk
101294,0,Baik
101296,1,Buruk
101297,0,Baik
101299,1,Buruk
101301,0,Baik
101305,1,Buruk
101308,0,Baik
101318,1,Buruk
101327,1,Buruk
101329,0,Baik
101332,1,Buruk
101337,1,Buruk
101343,0,Baik
101345,0,Baik
101346,1,Buruk
101353,1,Buruk
101354,1,Buruk
101355,1,Buruk
101356,1,Buruk
101362,1,Buruk
101363,0,Baik
101365,0,Baik
101366,1,Buruk
101367,0,Baik
101368,0,Baik
101374,1,Buruk
101380,0,Baik
101383,1,Buruk
101398,1,Buruk
101399,1,Buruk
101401,1,Buruk
101412,0,Baik
101426,0,Baik
101427,0,Baik
101428,0,Baik
101429,1,Buruk
101434,1,Buruk
101440,1,Buruk
101448,0,Baik
101449,0,Baik
101465,0,Baik
101467,0,Baik
101472,0,Baik
101478,1,Buruk
101497,1,Buruk
101504,1,Buruk
101547,1,Buruk
101548,1,Buruk
101555,0,Baik
101570,1,Buruk
101572,0,Baik
101578,0,Baik
101580,0,Baik
101588,1,Buruk
101602,1,Buruk
101610,0,Baik
101614,1,Buruk
101616,0,Baik
101643,0,Baik
101644,0,Baik
101649,0,Baik
101650,0,Baik
101665,1,Buruk
101667,0,Baik
101669,1,Buruk
101674,0,Baik
101675,0,Baik
101678,1,Buruk
101682,0,Baik
101686,0,Baik
101697,0,Baik
101700,1,Buruk
101711,1,Buruk
101714,1,Buruk
101715,1,Buruk
101728,0,Baik
101732,1,Buruk
101757,1,Buruk
101758,0,Baik
101759,0,Baik
101762,0,Baik
101764,0,Baik
101780,0,Baik
101784,1,Buruk
101789,1,Buruk
101816,1,Buruk
101819,0,Baik
101827,1,Buruk
101863,0,Baik
101867,1,Buruk
101870,1,Buruk
101873,1,Buruk
101878,0,Baik
101879,1,Buruk
101880,0,Baik
101887,1,Buruk
101897,1,Buruk
101901,1,Buruk
101903,0,Baik
101920,0,Baik
101921,1,Buruk
101922,1,Buruk
101961,0,Baik
101962,0,Baik
101971,1,Buruk
101976,0,Baik
102002,0,Baik
102005,1,Buruk
102007,0,Baik
102017,0,Baik
102019,0,Baik
102029,0,Baik
102051,0,Baik
102052,0,Baik
102054,0,Baik
102062,0,Baik
102067,1,Buruk
102068,0,Baik
102070,1,Buruk
102090,1,Buruk
102092,0,Baik
102099,0,Baik
102100,1,Buruk
102112,1,Buruk
102113,0,Baik
102122,0,Baik
102123,1,Buruk
102125,1,Buruk
102126,1,Buruk
102146,0,Baik
102147,1,Buruk
102151,1,Buruk
102158,0,Baik
102159,0,Baik
102162,0,Baik
102165,1,Buruk
102166,0,Baik
102174,0,Baik
102193,0,Baik
102198,1,Buruk
102205,0,Baik
102206,0,Baik
102218,1,Buruk
102221,0,Baik
102230,0,Baik
102238,1,Buruk
102248,1,Buruk
102252,1,Buruk
102259,1,Buruk
102262,1,Buruk
102273,1,Buruk
102286,1,Buruk
102293,0,Baik
102294,1,Buruk
102296,1,Buruk
102298,1,Buruk
102303,1,Buruk
102309,0,Baik
102315,0,Baik
102340,1,Buruk
102342,1,Buruk
102344,1,Buruk
102346,0,Baik
102347,1,Buruk
102374,0,Baik
102380,0,Baik
102387,0,Baik
102393,0,Baik
102403,0,Baik
102413,0,Baik
102414,1,Buruk
102415,0,Baik
102416,0,Baik
102439,1,Buruk
102441,0,Baik
102443,0,Baik
102444,0,Baik
102445,0,Baik
102448,1,Buruk
102449,1,Buruk
102450,0,Baik
102456,0,Baik
102458,1,Buruk
102459,1,Buruk
102465,1,Buruk
102470,0,Baik
102471,1,Buruk
102475,0,Baik
102476,1,Buruk
102506,0,Baik
102509,1,Buruk
102519,1,Buruk
102522,0,Baik
102545,0,Baik
102549,0,Baik
102562,0,Baik
102563,0,Baik
102568,0,Baik
102582,0,Baik
102592,0,Baik
102597,0,Baik
102605,0,Baik
102614,0,Baik
102617,0,Baik
102634,0,Baik
102652,0,Baik
102655,1,Buruk
102671,1,Buruk
102694,1,Buruk
102701,0,Baik
102703,1,Buruk
102704,1,Buruk
102713,1,Buruk
102720,0,Baik
102731,0,Baik
102733,0,Baik
102749,1,Buruk
102755,1,Buruk
102763,0,Baik
102770,1,Buruk
102772,0,Baik
102799,1,Buruk
102838,0,Baik
102854,1,Buruk
102862,0,Baik
102863,0,Baik
102867,1,Buruk
102868,0,Baik
102878,1,Buruk
102887,0,Baik
102898,0,Baik
102904,1,Buruk
102912,0,Baik
102919,1,Buruk
102927,0,Baik
102932,0,Baik
102933,0,Baik
102935,1,Buruk
102958,0,Baik
102969,0,Baik
102971,0,Baik
102975,0,Baik
102979,1,Buruk
102982,0,Baik
102987,0,Baik
102989,1,Buruk
102995,1,Buruk
102996,0,Baik
103000,1,Buruk
103001,0,Baik
103004,1,Buruk
103010,0,Baik
103025,0,Baik
103029,0,Baik
103046,1,Buruk
103056,1,Buruk
103062,1,Buruk
103078,1,Buruk
103083,1,Buruk
103092,1,Buruk
103096,0,Baik
103097,1,Buruk
103102,1,Buruk
103112,0,Baik
103132,1,Buruk
103144,1,Buruk
103145,1,Buruk
103146,0,Baik
103147,0,Baik
103158,1,Buruk
103171,0,Baik
103173,1,Buruk
103184,0,Baik
103195,1,Buruk
103196,1,Buruk
103206,0,Baik
103230,0,Baik
103231,0,Baik
103232,0,Baik
103239,0,Baik
103240,0,Baik
103243,0,Baik
103252,0,Baik
103258,0,Baik
103259,1,Buruk
103279,0,Baik
103280,1,Buruk
103286,0,Baik
103287,0,Baik
103290,0,Baik
103298,1,Buruk
103315,1,Buruk
103319,0,Baik
103334,0,Baik
103336,1,Buruk
103345,0,Baik
103368,1,Buruk
103371,0,Baik
103377,0,Baik
103398,0,Baik
103404,1,Buruk
103408,0,Baik
103410,0,Baik
103418,0,Baik
103420,1,Buruk
103432,1,Buruk
103433,0,Baik
103436,1,Buruk
103440,1,Buruk
103453,0,Baik
103459,1,Buruk
103460,1,Buruk
103461,0,Baik
103462,1,Buruk
103473,0,Baik
103474,1,Buruk
103475,0,Baik
103478,0,Baik
103480,1,Buruk
103484,1,Buruk
103494,0,Baik
103513,0,Baik
103515,1,Buruk
103516,0,Baik
103525,0,Baik
103541,0,Baik
103544,0,Baik
103562,1,Buruk
103570,0,Baik
103572,1,Buruk
103574,0,Baik
103575,1,Buruk
103591,0,Baik
103594,1,Buruk
103609,1,Buruk
103613,1,Buruk
103614,1,Buruk
103615,1,Buruk
103624,1,Buruk
103625,1,Buruk
103628,1,Buruk
103629,0,Baik
103647,0,Baik
103648,1,Buruk
103651,0,Baik
103658,0,Baik
103668,0,Baik
103669,1,Buruk
103676,0,Baik
103682,0,Baik
103683,1,Buruk
103689,0,Baik
103725,0,Baik
103733,1,Buruk
103744,1,Buruk
103762,0,Baik
103771,1,Buruk
103773,0,Baik
103783,0,Baik
103784,0,Baik
103808,1,Buruk
103812,1,Buruk
103813,0,Baik
103814,1,Buruk
103818,0,Baik
103824,1,Buruk
103828,1,Buruk
103830,1,Buruk
103840,1,Buruk
103842,0,Baik
103847,0,Baik
103848,1,Buruk
103851,1,Buruk
103854,0,Baik
103857,0,Baik
103861,1,Buruk
103862,0,Baik
103865,1,Buruk
103870,0,Baik
103876,0,Baik
103891,1,Buruk
103908,0,Baik
103914,1,Buruk
103918,1,Buruk
103940,0,Baik
103963,1,Buruk
103966,1,Buruk
103971,0,Baik
103980,1,Buruk
103984,1,Buruk
103985,0,Baik
103998,0,Baik
104019,0,Baik
104026,1,Buruk
104035,1,Buruk
104044,1,Buruk
104045,0,Baik
104047,0,Baik
104051,1,Buruk
104058,1,Buruk
104063,1,Buruk
104066,1,Buruk
104087,0,Baik
104089,0,Baik
104095,1,Buruk
104098,0,Baik
104104,0,Baik
104110,0,Baik
104120,1,Buruk
104122,1,Buruk
104131,0,Baik
104132,0,Baik
104135,1,Buruk
104136,1,Buruk
104149,0,Baik
104150,1,Buruk
104156,0,Baik
104165,1,Buruk
104175,0,Baik
104179,1,Buruk
104184,0,Baik
104206,1,Buruk
104216,1,Buruk
104230,0,Baik
104257,1,Buruk
104272,0,Baik
104273,0,Baik
104278,1,Buruk
104294,0,Baik
104295,0,Baik
104297,1,Buruk
104298,0,Baik
104308,0,Baik
104318,1,Buruk
104319,1,Buruk
104320,1,Buruk
104327,0,Baik
104334,0,Baik
104344,1,Buruk
104350,0,Baik
104351,0,Baik
104354,0,Baik
104369,0,Baik
104376,1,Buruk
104381,1,Buruk
104384,1,Buruk
104391,1,Buruk
104394,1,Buruk
104398,0,Baik
104402,0,Baik
104408,1,Buruk
104409,1,Buruk
104410,0,Baik
104412,1,Buruk
104417,0,Baik
104424,0,Baik
104426,1,Buruk
104435,1,Buruk
104445,1,Buruk
104458,0,Baik
104460,1,Buruk
104466,0,Baik
104472,0,Baik
104473,0,Baik
104479,1,Buruk
104480,0,Baik
104482,0,Baik
104499,1,Buruk
104501,1,Buruk
104502,0,Baik
104506,1,Buruk
104510,0,Baik
104512,1,Buruk
104520,0,Baik
104528,0,Baik
104529,1,Buruk
104541,1,Buruk
104578,1,Buruk
104584,0,Baik
104588,0,Baik
104602,0,Baik
104610,1,Buruk
104611,0,Baik
104618,1,Buruk
104620,0,Baik
104622,0,Baik
104624,1,Buruk
104625,0,Baik
104634,0,Baik
104639,1,Buruk
104646,0,Baik
104647,1,Buruk
104652,1,Buruk
104670,1,Buruk
104677,1,Buruk
104685,1,Buruk
104691,0,Baik
104696,1,Buruk
104699,1,Buruk
104712,0,Baik
104714,0,Baik
104717,1,Buruk
104718,0,Baik
104740,0,Baik
104741,0,Baik
104743,1,Buruk
104744,0,Baik
104747,1,Buruk
104767,1,Buruk
104772,0,Baik
104776,0,Baik
104779,1,Buruk
104814,1,Buruk
104815,0,Baik
104830,0,Baik
104831,0,Baik
104833,0,Baik
104839,0,Baik
104840,0,Baik
104860,0,Baik
104861,0,Baik
104866,1,Buruk
104870,0,Baik
104877,1,Buruk
104878,1,Buruk
104879,0,Baik
104880,1,Buruk
104899,0,Baik
104906,1,Buruk
104907,1,Buruk
104913,0,Baik
104916,0,Baik
104921,1,Buruk
104930,1,Buruk
104931,0,Baik
104936,1,Buruk
104937,0,Baik
104942,0,Baik
104943,1,Buruk
104969,0,Baik
104972,0,Baik
104988,0,Baik
105013,1,Buruk
105015,1,Buruk
105019,1,Buruk
105027,1,Buruk
105030,1,Buruk
105035,1,Buruk
105041,1,Buruk
105051,0,Baik
105056,1,Buruk
105067,1,Buruk
105071,1,Buruk
105072,1,Buruk
105074,1,Buruk
105091,1,Buruk
105101,0,Baik
105103,0,Baik
105134,1,Buruk
105139,0,Baik
105142,0,Baik
105146,0,Baik
105163,1,Buruk
105168,1,Buruk
105172,1,Buruk
105176,0,Baik
105195,0,Baik
105196,0,Baik
105197,1,Buruk
105203,0,Baik
105223,0,Baik
105227,1,Buruk
105228,0,Baik
105230,1,Buruk
105231,1,Buruk
105239,1,Buruk
105242,0,Baik
105244,1,Buruk
105245,0,Baik
105248,1,Buruk
105249,0,Baik
105266,0,Baik
105271,0,Baik
105276,1,Buruk
105282,1,Buruk
105292,0,Baik
105297,1,Buruk
105332,0,Baik
105333,0,Baik
105343,1,Buruk
105344,0,Baik
105345,0,Baik
105357,1,Buruk
105359,1,Buruk
105366,0,Baik
105367,0,Baik
105370,1,Buruk
105377,0,Baik
105390,0,Baik
105399,0,Baik
105403,1,Buruk
105404,1,Buruk
105414,1,Buruk
105417,0,Baik
105425,0,Baik
105452,0,Baik
105454,0,Baik
105456,1,Buruk
105470,0,Baik
105471,1,Buruk
105483,0,Baik
105493,1,Buruk
105508,1,Buruk
105514,0,Baik
105515,1,Buruk
105528,0,Baik
105529,1,Buruk
105531,1,Buruk
105532,0,Baik
105558,1,Buruk
105574,1,Buruk
105578,1,Buruk
105584,0,Baik
105595,0,Baik
105617,1,Buruk
105618,1,Buruk
105621,0,Baik
105625,0,Baik
105629,0,Baik
105630,1,Buruk
105634,1,Buruk
105635,1,Buruk
105641,0,Baik
105647,1,Buruk
105648,0,Baik
105655,1,Buruk
105657,1,Buruk
105672,1,Buruk
105678,1,Buruk
105682,0,Baik
105691,1,Buruk
105692,0,Baik
105706,0,Baik
105712,1,Buruk
105720,0,Baik
105734,0,Baik
105735,1,Buruk
105736,0,Baik
105737,1,Buruk
105738,0,Baik
105740,0,Baik
105744,0,Baik
105747,0,Baik
105749,0,Baik
105754,0,Baik
105758,0,Baik
105760,1,Buruk
105767,1,Buruk
105784,0,Baik
105791,0,Baik
105802,0,Baik
105807,0,Baik
105809,0,Baik
105816,1,Buruk
105817,0,Baik
105824,0,Baik
105832,0,Baik
105856,0,Baik
105865,1,Buruk
105899,1,Buruk
105906,1,Buruk
105916,0,Baik
105923,0,Baik
105937,0,Baik
105965,1,Buruk
105966,0,Baik
105968,0,Baik
105973,0,Baik
105976,0,Baik
105978,1,Buruk
105979,1,Buruk
105991,0,Baik
105998,1,Buruk
105999,0,Baik
106000,1,Buruk
106001,0,Baik
106010,0,Baik
106011,0,Baik
106013,0,Baik
106015,1,Buruk
106026,1,Buruk
106032,1,Buruk
106035,0,Baik
106040,0,Baik
106041,0,Baik
106044,1,Buruk
106053,0,Baik
106054,0,Baik
106065,0,Baik
106081,1,Buruk
106083,1,Buruk
106087,1,Buruk
106090,0,Baik
106101,1,Buruk
106102,0,Baik
106109,0,Baik
106116,0,Baik
106150,0,Baik
106155,0,Baik
106166,0,Baik
106176,0,Baik
106189,0,Baik
106199,0,Baik
106205,0,Baik
106206,0,Baik
106211,0,Baik
106214,1,Buruk
106216,1,Buruk
106217,1,Buruk
106225,0,Baik
106249,1,Buruk
106256,1,Buruk
106258,1,Buruk
106261,0,Baik
106262,1,Buruk
106264,0,Baik
106271,0,Baik
106276,1,Buruk
106277,1,Buruk
106286,0,Baik
106293,0,Baik
106295,0,Baik
106296,0,Baik
106297,0,Baik
106298,1,Buruk
106311,1,Buruk
106314,0,Baik
106320,0,Baik
106334,1,Buruk
106346,1,Buruk
106347,1,Buruk
106349,1,Buruk
106354,0,Baik
106360,0,Baik
106373,0,Baik
106377,1,Buruk
106386,1,Buruk
106387,0,Baik
106391,1,Buruk
106401,1,Buruk
106411,0,Baik
106413,0,Baik
106426,0,Baik
106427,1,Buruk
106428,0,Baik
106434,0,Baik
106438,1,Buruk
106440,0,Baik
106441,0,Baik
106452,1,Buruk
106453,0,Baik
106454,0,Baik
106457,1,Buruk
106484,1,Buruk
106488,0,Baik
106491,1,Buruk
106514,1,Buruk
106527,1,Buruk
106528,0,Baik
106529,0,Baik
106534,0,Baik
106550,0,Baik
106577,0,Baik
106585,1,Buruk
106590,1,Buruk
106607,1,Buruk
106610,0,Baik
106611,1,Buruk
106612,0,Baik
106624,1,Buruk
106631,0,Baik
106647,0,Baik
106660,0,Baik
106674,0,Baik
106687,1,Buruk
106712,1,Buruk
106713,1,Buruk
106717,0,Baik
106720,0,Baik
106721,0,Baik
106724,1,Buruk
106735,1,Buruk
106739,0,Baik
106740,1,Buruk
106754,1,Buruk
106760,1,Buruk
106761,1,Buruk
106784,0,Baik
106787,0,Baik
106797,0,Baik
106798,1,Buruk
106802,0,Baik
106803,0,Baik
106804,1,Buruk
106805,0,Baik
106810,1,Buruk
106812,0,Baik
106813,1,Buruk
106817,0,Baik
106822,0,Baik
106823,0,Baik
106827,1,Buruk
106841,1,Buruk
106851,0,Baik
106852,0,Baik
106853,0,Baik
106854,0,Baik
106861,1,Buruk
106873,0,Baik
106877,1,Buruk
106878,0,Baik
106881,0,Baik
106900,0,Baik
106906,1,Buruk
106907,1,Buruk
106914,0,Baik
106916,0,Baik
106924,1,Buruk
106931,1,Buruk
106936,1,Buruk
106937,0,Baik
106938,0,Baik
106939,0,Baik
106943,1,Buruk
106944,1,Buruk
106967,0,Baik
106980,0,Baik
106986,1,Buruk
106987,0,Baik
106990,0,Baik
107013,1,Buruk
107023,0,Baik
107033,1,Buruk
107037,0,Baik
107048,0,Baik
107071,1,Buruk
107081,0,Baik
107113,0,Baik
107130,0,Baik
107131,0,Baik
107145,0,Baik
107156,0,Baik
107219,0,Baik
107222,0,Baik
107223,0,Baik
107232,1,Buruk
107245,0,Baik
107246,1,Buruk
107247,1,Buruk
107256,0,Baik
107259,0,Baik
107260,1,Buruk
107279,0,Baik
107280,1,Buruk
107281,1,Buruk
107285,0,Baik
107329,0,Baik
107337,0,Baik
107349,1,Buruk
107350,1,Buruk
107351,1,Buruk
107359,0,Baik
107391,1,Buruk
107394,0,Baik
107395,1,Buruk
107406,0,Baik
107416,0,Baik
107417,1,Buruk
107418,1,Buruk
107419,1,Buruk
107444,0,Baik
107445,0,Baik
107446,1,Buruk
107460,1,Buruk
107470,1,Buruk
107475,1,Buruk
107520,0,Baik
107526,0,Baik
107527,1,Buruk
107530,1,Buruk
107532,0,Baik
107534,0,Baik
107535,1,Buruk
107554,1,Buruk
107556,1,Buruk
107559,0,Baik
107561,0,Baik
107564,0,Baik
107566,1,Buruk
107571,1,Buruk
107590,0,Baik
107602,0,Baik
107625,0,Baik
107626,0,Baik
107635,1,Buruk
107636,0,Baik
107645,0,Baik
107652,1,Buruk
107655,1,Buruk
107668,1,Buruk
107670,0,Baik
107677,1,Buruk
107680,1,Buruk
107683,1,Buruk
107684,1,Buruk
107691,1,Buruk
107692,0,Baik
107703,0,Baik
107709,0,Baik
107710,1,Buruk
107721,1,Buruk
107725,0,Baik
107727,0,Baik
107739,0,Baik
107740,1,Buruk
107741,1,Buruk
107747,1,Buruk
107765,0,Baik
107768,1,Buruk
107775,1,Buruk
107782,1,Buruk
107790,1,Buruk
107801,1,Buruk
107807,1,Buruk
107811,0,Baik
107817,0,Baik
107826,0,Baik
107838,1,Buruk
107839,1,Buruk
107843,0,Baik
107847,0,Baik
107849,1,Buruk
107850,1,Buruk
107867,0,Baik
107871,0,Baik
107908,1,Buruk
107913,0,Baik
107927,0,Baik
107931,1,Buruk
107955,1,Buruk
107962,1,Buruk
107977,0,Baik
107978,1,Buruk
107993,0,Baik
108010,0,Baik
108016,1,Buruk
108018,0,Baik
108027,0,Baik
108045,0,Baik
108069,0,Baik
108082,0,Baik
108089,1,Buruk
108092,0,Baik
108106,1,Buruk
108112,0,Baik
108120,0,Baik
108122,0,Baik
108135,0,Baik
108170,1,Buruk
108171,0,Baik
108177,1,Buruk
108180,0,Baik
108183,0,Baik
108184,0,Baik
108185,0,Baik
108192,0,Baik
108195,1,Buruk
108196,0,Baik
108218,1,Buruk
108219,0,Baik
108243,0,Baik
108249,1,Buruk
108251,1,Buruk
108274,1,Buruk
108280,0,Baik
108289,1,Buruk
108292,1,Buruk
108295,0,Baik
108327,1,Buruk
108332,0,Baik
108346,1,Buruk
108349,0,Baik
108353,1,Buruk
108362,1,Buruk
108363,1,Buruk
108377,1,Buruk
108378,0,Baik
108381,1,Buruk
108383,1,Buruk
108390,0,Baik
108407,1,Buruk
108408,1,Buruk
108411,1,Buruk
108412,1,Buruk
108419,0,Baik
108436,0,Baik
108437,1,Buruk
108438,1,Buruk
108441,0,Baik
108448,1,Buruk
108449,1,Buruk
108466,1,Buruk
108467,1,Buruk
108473,1,Buruk
108474,1,Buruk
108476,0,Baik
108479,1,Buruk
108486,1,Buruk
108493,0,Baik
108501,1,Buruk
108506,0,Baik
108510,1,Buruk
108511,0,Baik
108514,1,Buruk
108517,0,Baik
108519,0,Baik
108522,0,Baik
108548,1,Buruk
108554,0,Baik
108555,0,Baik
108559,1,Buruk
108562,0,Baik
108571,1,Buruk
108572,0,Baik
108579,0,Baik
108583,1,Buruk
108584,1,Buruk
108592,0,Baik
108602,0,Baik
108609,1,Buruk
108613,1,Buruk
108616,0,Baik
108618,1,Buruk
108620,1,Buruk
108643,1,Buruk
108649,0,Baik
108654,1,Buruk
108655,1,Buruk
108656,1,Buruk
108667,1,Buruk
108668,0,Baik
108682,1,Buruk
108690,0,Baik
108691,1,Buruk
108692,0,Baik
108695,0,Baik
108699,1,Buruk
108710,0,Baik
108718,0,Baik
108739,0,Baik
108740,0,Baik
108741,0,Baik
108742,0,Baik
108763,0,Baik
108767,1,Buruk
108769,0,Baik
108779,1,Buruk
108788,1,Buruk
108801,0,Baik
108802,1,Buruk
108810,0,Baik
108811,0,Baik
108813,0,Baik
108814,1,Buruk
108825,1,Buruk
108826,1,Buruk
108830,0,Baik
108834,1,Buruk
108852,0,Baik
108887,1,Buruk
108901,1,Buruk
108908,1,Buruk
108910,0,Baik
108920,1,Buruk
108922,0,Baik
108929,0,Baik
108930,0,Baik
108937,1,Buruk
108938,1,Buruk
108943,1,Buruk
108948,0,Baik
108953,1,Buruk
108956,0,Baik
108965,0,Baik
108985,0,Baik
108986,1,Buruk
108987,0,Baik
108990,0,Baik
108991,0,Baik
108993,0,Baik
109000,1,Buruk
109001,0,Baik
109012,0,Baik
109014,0,Baik
109015,1,Buruk
109021,1,Buruk
109037,1,Buruk
109042,1,Buruk
109044,1,Buruk
109046,0,Baik
109064,0,Baik
109084,1,Buruk
109086,1,Buruk
109092,1,Buruk
109093,1,Buruk
109100,1,Buruk
109101,1,Buruk
109110,0,Baik
109114,0,Baik
109126,0,Baik
109152,1,Buruk
109162,1,Buruk
109167,0,Baik
109168,1,Buruk
109169,0,Baik
109179,0,Baik
109184,0,Baik
109191,0,Baik
109192,1,Buruk
109193,1,Buruk
109196,0,Baik
109206,1,Buruk
109210,1,Buruk
109244,1,Buruk
109249,1,Buruk
109273,1,Buruk
109276,0,Baik
109281,0,Baik
109287,1,Buruk
109297,0,Baik
109298,1,Buruk
109306,1,Buruk
109309,1,Buruk
109321,1,Buruk
109328,0,Baik
109336,0,Baik
109342,1,Buruk
109346,0,Baik
109347,1,Buruk
109348,1,Buruk
109362,0,Baik
109363,1,Buruk
109367,1,Buruk
109370,0,Baik
109393,1,Buruk
109405,1,Buruk
109413,0,Baik
109414,0,Baik
109421,1,Buruk
109427,0,Baik
109428,1,Buruk
109429,0,Baik
109437,0,Baik
109443,1,Buruk
109461,1,Buruk
109468,0,Baik
109469,1,Buruk
109471,0,Baik
109479,1,Buruk
109484,0,Baik
109501,0,Baik
109505,0,Baik
109535,1,Buruk
109539,1,Buruk
109544,0,Baik
109545,0,Baik
109551,1,Buruk
109553,1,Buruk
109555,1,Buruk
109561,1,Buruk
109580,1,Buruk
109583,0,Baik
109593,0,Baik
109604,0,Baik
109620,1,Buruk
109635,1,Buruk
109637,1,Buruk
109638,1,Buruk
109642,0,Baik
109649,1,Buruk
109652,0,Baik
109656,1,Buruk
109663,0,Baik
109696,0,Baik
109700,0,Baik
109709,0,Baik
109735,0,Baik
109740,1,Buruk
109741,0,Baik
109749,0,Baik
109764,0,Baik
109771,1,Buruk
109772,1,Buruk
109773,0,Baik
109798,1,Buruk
109802,0,Baik
109804,0,Baik
109813,1,Buruk
109818,1,Buruk
109848,1,Buruk
109850,0,Baik
109851,1,Buruk
109855,1,Buruk
109871,1,Buruk
109877,1,Buruk
109883,0,Baik
109886,1,Buruk
109905,1,Buruk
109936,1,Buruk
109950,0,Baik
109958,0,Baik
109959,1,Buruk
109969,1,Buruk
109971,0,Baik
109984,0,Baik
109985,0,Baik
109988,0,Baik
109992,1,Buruk
110005,1,Buruk
110009,0,Baik
110011,1,Buruk
110014,1,Buruk
110026,0,Baik
110042,1,Buruk
110058,0,Baik
110069,1,Buruk
110080,1,Buruk
110087,1,Buruk
110091,0,Baik
110094,1,Buruk
110098,1,Buruk
110105,1,Buruk
110117,1,Buruk
110136,0,Baik
110138,0,Baik
110149,0,Baik
110164,0,Baik
110202,1,Buruk
110212,0,Baik
110226,0,Baik
110236,0,Baik
110249,1,Buruk
110257,0,Baik
110258,0,Baik
110277,0,Baik
110282,0,Baik
110284,0,Baik
110286,1,Buruk
110289,0,Baik
110304,1,Buruk
110319,0,Baik
110324,0,Baik
110326,0,Baik
110335,0,Baik
110337,1,Buruk
110338,1,Buruk
110343,0,Baik
110345,1,Buruk
110347,1,Buruk
110355,0,Baik
110359,1,Buruk
110360,1,Buruk
110364,0,Baik
110371,0,Baik
110372,1,Buruk
110376,1,Buruk
110379,0,Baik
110380,1,Buruk
110393,1,Buruk
110401,0,Baik
110406,1,Buruk
110411,1,Buruk
110416,1,Buruk
110420,1,Buruk
110443,1,Buruk
110465,1,Buruk
110468,1,Buruk
110469,1,Buruk
110471,0,Baik
110487,0,Baik
