SK_ID_CURR,Prediction,Conclusion
100740.0,0,Baik
100744.0,0,Baik
100745.0,0,Baik
100747.0,0,Baik
100751.0,0,Baik
100752.0,0,Baik
100753.0,0,Baik
100754.0,0,Baik
100760.0,0,Baik
100762.0,0,Baik
100763.0,0,Baik
100765.0,0,Baik
100770.0,0,Baik
100772.0,0,Baik
100777.0,0,Baik
100791.0,0,Baik
100792.0,0,Baik
100797.0,0,Baik
100823.0,0,Baik
100826.0,0,Baik
100830.0,0,Baik
100836.0,0,Baik
100872.0,0,Baik
100910.0,0,Baik
100913.0,0,Baik
100918.0,0,Baik
100931.0,0,Baik
100952.0,0,Baik
100953.0,0,Baik
100965.0,0,Baik
100970.0,0,Baik
100982.0,0,Baik
100983.0,0,Baik
100984.0,0,Baik
100987.0,0,Baik
100997.0,0,Baik
100998.0,0,Baik
101002.0,0,Baik
101005.0,0,Baik
101008.0,0,Baik
101020.0,0,Baik
101021.0,0,Baik
101024.0,0,Baik
101025.0,0,Baik
101026.0,0,Baik
101031.0,0,Baik
101041.0,0,Baik
101051.0,0,Baik
101055.0,0,Baik
101056.0,0,Baik
101057.0,0,Baik
101064.0,0,Baik
101079.0,0,Baik
101087.0,0,Baik
101090.0,0,Baik
101092.0,0,Baik
101097.0,0,Baik
101099.0,0,Baik
101107.0,0,Baik
101118.0,0,Baik
101125.0,0,Baik
101126.0,0,Baik
101128.0,0,Baik
101136.0,0,Baik
101140.0,0,Baik
101149.0,0,Baik
101160.0,0,Baik
101169.0,0,Baik
101181.0,0,Baik
101186.0,0,Baik
101190.0,0,Baik
101193.0,0,Baik
101194.0,0,Baik
101198.0,0,Baik
101200.0,0,Baik
101204.0,0,Baik
101211.0,0,Baik
101213.0,0,Baik
101223.0,0,Baik
101225.0,0,Baik
101237.0,0,Baik
101243.0,0,Baik
101244.0,0,Baik
101258.0,0,Baik
101259.0,0,Baik
101268.0,0,Baik
101269.0,0,Baik
101271.0,0,Baik
101279.0,0,Baik
101281.0,0,Baik
101287.0,0,Baik
101292.0,0,Baik
101294.0,0,Baik
101296.0,0,Baik
101297.0,0,Baik
101299.0,0,Baik
101301.0,0,Baik
101305.0,0,Baik
101308.0,0,Baik
101318.0,0,Baik
101327.0,0,Baik
101329.0,0,Baik
101332.0,0,Baik
101337.0,0,Baik
101343.0,0,Baik
101345.0,0,Baik
101346.0,0,Baik
101353.0,0,Baik
101354.0,0,Baik
101355.0,0,Baik
101356.0,0,Baik
101362.0,0,Baik
101363.0,0,Baik
101365.0,0,Baik
101366.0,0,Baik
101367.0,0,Baik
101368.0,0,Baik
101374.0,0,Baik
101380.0,0,Baik
101383.0,0,Baik
101398.0,0,Baik
101399.0,0,Baik
101401.0,0,Baik
101412.0,0,Baik
101426.0,0,Baik
101427.0,0,Baik
101428.0,0,Baik
101429.0,0,Baik
101434.0,0,Baik
101440.0,0,Baik
101448.0,0,Baik
101449.0,0,Baik
101465.0,0,Baik
101467.0,0,Baik
101472.0,0,Baik
101478.0,0,Baik
101497.0,0,Baik
101504.0,0,Baik
101547.0,0,Baik
101548.0,0,Baik
101555.0,0,Baik
101570.0,0,Baik
101572.0,0,Baik
101578.0,0,Baik
101580.0,0,Baik
101588.0,0,Baik
101602.0,0,Baik
101610.0,0,Baik
101614.0,0,Baik
101616.0,0,Baik
101643.0,0,Baik
101644.0,0,Baik
101649.0,0,Baik
101650.0,0,Baik
101665.0,0,Baik
101667.0,0,Baik
101669.0,0,Baik
101674.0,0,Baik
101675.0,0,Baik
101678.0,0,Baik
101682.0,0,Baik
101686.0,0,Baik
101697.0,0,Baik
101700.0,0,Baik
101711.0,0,Baik
101714.0,0,Baik
101715.0,0,Baik
101728.0,0,Baik
101732.0,0,Baik
101757.0,0,Baik
101758.0,0,Baik
101759.0,0,Baik
101762.0,0,Baik
101764.0,0,Baik
101780.0,0,Baik
101784.0,0,Baik
101789.0,0,Baik
101816.0,0,Baik
101819.0,0,Baik
101827.0,0,Baik
101863.0,0,Baik
101867.0,0,Baik
101870.0,0,Baik
101873.0,0,Baik
101878.0,0,Baik
101879.0,0,Baik
101880.0,0,Baik
101887.0,0,Baik
101897.0,0,Baik
101901.0,0,Baik
101903.0,0,Baik
101920.0,0,Baik
101921.0,0,Baik
101922.0,0,Baik
101961.0,0,Baik
101962.0,0,Baik
101971.0,0,Baik
101976.0,0,Baik
102002.0,0,Baik
102005.0,0,Baik
102007.0,0,Baik
102017.0,0,Baik
102019.0,0,Baik
102029.0,0,Baik
102051.0,0,Baik
102052.0,0,Baik
102054.0,0,Baik
102062.0,0,Baik
102067.0,0,Baik
102068.0,0,Baik
102070.0,0,Baik
102090.0,0,Baik
102092.0,0,Baik
102099.0,0,Baik
102100.0,0,Baik
102112.0,0,Baik
102113.0,0,Baik
102122.0,0,Baik
102123.0,0,Baik
102125.0,0,Baik
102126.0,0,Baik
102146.0,0,Baik
102147.0,0,Baik
102151.0,0,Baik
102158.0,0,Baik
102159.0,0,Baik
102162.0,0,Baik
102165.0,0,Baik
102166.0,0,Baik
102174.0,0,Baik
102193.0,0,Baik
102198.0,0,Baik
102205.0,0,Baik
102206.0,0,Baik
102218.0,0,Baik
102221.0,0,Baik
102230.0,0,Baik
102238.0,0,Baik
102248.0,0,Baik
102252.0,0,Baik
102259.0,0,Baik
102262.0,0,Baik
102273.0,0,Baik
102286.0,0,Baik
102293.0,0,Baik
102294.0,0,Baik
102296.0,0,Baik
102298.0,0,Baik
102303.0,0,Baik
102309.0,0,Baik
102315.0,0,Baik
102340.0,0,Baik
102342.0,0,Baik
102344.0,0,Baik
102346.0,0,Baik
102347.0,0,Baik
102374.0,0,Baik
102380.0,0,Baik
102387.0,0,Baik
102393.0,0,Baik
102403.0,0,Baik
102413.0,0,Baik
102414.0,0,Baik
102415.0,0,Baik
102416.0,0,Baik
102439.0,0,Baik
102441.0,0,Baik
102443.0,0,Baik
102444.0,0,Baik
102445.0,0,Baik
102448.0,0,Baik
102449.0,0,Baik
102450.0,0,Baik
102456.0,0,Baik
102458.0,0,Baik
102459.0,0,Baik
102465.0,0,Baik
102470.0,0,Baik
102471.0,0,Baik
102475.0,0,Baik
102476.0,0,Baik
102506.0,0,Baik
102509.0,0,Baik
102519.0,0,Baik
102522.0,0,Baik
102545.0,0,Baik
102549.0,0,Baik
102562.0,0,Baik
102563.0,0,Baik
102568.0,0,Baik
102582.0,0,Baik
102592.0,0,Baik
102597.0,0,Baik
102605.0,0,Baik
102614.0,0,Baik
102617.0,0,Baik
102634.0,0,Baik
102652.0,0,Baik
102655.0,0,Baik
102671.0,0,Baik
102694.0,0,Baik
102701.0,0,Baik
102703.0,0,Baik
102704.0,0,Baik
102713.0,0,Baik
102720.0,0,Baik
102731.0,0,Baik
102733.0,0,Baik
102749.0,0,Baik
102755.0,0,Baik
102763.0,0,Baik
102770.0,0,Baik
102772.0,0,Baik
102799.0,0,Baik
102838.0,0,Baik
102854.0,0,Baik
102862.0,0,Baik
102863.0,0,Baik
102867.0,0,Baik
102868.0,0,Baik
102878.0,0,Baik
102887.0,0,Baik
102898.0,0,Baik
102904.0,0,Baik
102912.0,0,Baik
102919.0,0,Baik
102927.0,0,Baik
102932.0,0,Baik
102933.0,0,Baik
102935.0,0,Baik
102958.0,0,Baik
102969.0,0,Baik
102971.0,0,Baik
102975.0,0,Baik
102979.0,0,Baik
102982.0,0,Baik
102987.0,0,Baik
102989.0,0,Baik
102995.0,0,Baik
102996.0,0,Baik
103000.0,0,Baik
103001.0,0,Baik
103004.0,0,Baik
103010.0,0,Baik
103025.0,0,Baik
103029.0,0,Baik
103046.0,0,Baik
103056.0,0,Baik
103062.0,0,Baik
103078.0,0,Baik
103083.0,0,Baik
103092.0,0,Baik
103096.0,0,Baik
103097.0,0,Baik
103102.0,0,Baik
103112.0,0,Baik
103132.0,0,Baik
103144.0,0,Baik
103145.0,0,Baik
103146.0,0,Baik
103147.0,0,Baik
103158.0,0,Baik
103171.0,0,Baik
103173.0,0,Baik
103184.0,0,Baik
103195.0,0,Baik
103196.0,0,Baik
103206.0,0,Baik
103230.0,0,Baik
103231.0,0,Baik
103232.0,0,Baik
103239.0,0,Baik
103240.0,0,Baik
103243.0,0,Baik
103252.0,0,Baik
103258.0,0,Baik
103259.0,0,Baik
103279.0,0,Baik
103280.0,0,Baik
103286.0,0,Baik
103287.0,0,Baik
103290.0,0,Baik
103298.0,0,Baik
103315.0,0,Baik
103319.0,0,Baik
103334.0,0,Baik
103336.0,0,Baik
103345.0,0,Baik
103368.0,0,Baik
103371.0,0,Baik
103377.0,0,Baik
103398.0,0,Baik
103404.0,0,Baik
103408.0,0,Baik
103410.0,0,Baik
103418.0,0,Baik
103420.0,0,Baik
103432.0,0,Baik
103433.0,0,Baik
103436.0,0,Baik
103440.0,0,Baik
103453.0,0,Baik
103459.0,0,Baik
103460.0,0,Baik
103461.0,0,Baik
103462.0,0,Baik
103473.0,0,Baik
103474.0,0,Baik
103475.0,0,Baik
103478.0,0,Baik
103480.0,0,Baik
103484.0,0,Baik
103494.0,0,Baik
103513.0,0,Baik
103515.0,0,Baik
103516.0,0,Baik
103525.0,0,Baik
103541.0,0,Baik
103544.0,0,Baik
103562.0,0,Baik
103570.0,0,Baik
103572.0,0,Baik
103574.0,0,Baik
103575.0,0,Baik
103591.0,0,Baik
103594.0,0,Baik
103609.0,0,Baik
103613.0,0,Baik
103614.0,0,Baik
103615.0,0,Baik
103624.0,0,Baik
103625.0,0,Baik
103628.0,0,Baik
103629.0,0,Baik
103647.0,0,Baik
103648.0,0,Baik
103651.0,0,Baik
103658.0,0,Baik
103668.0,0,Baik
103669.0,0,Baik
103676.0,0,Baik
103682.0,0,Baik
103683.0,0,Baik
103689.0,0,Baik
103725.0,0,Baik
103733.0,0,Baik
103744.0,0,Baik
103762.0,0,Baik
103771.0,0,Baik
103773.0,0,Baik
103783.0,0,Baik
103784.0,0,Baik
103808.0,0,Baik
103812.0,0,Baik
103813.0,0,Baik
103814.0,0,Baik
103818.0,0,Baik
103824.0,0,Baik
103828.0,0,Baik
103830.0,0,Baik
103840.0,0,Baik
103842.0,0,Baik
103847.0,0,Baik
103848.0,0,Baik
103851.0,0,Baik
103854.0,0,Baik
103857.0,0,Baik
103861.0,0,Baik
103862.0,0,Baik
103865.0,0,Baik
103870.0,0,Baik
103876.0,0,Baik
103891.0,0,Baik
103908.0,0,Baik
103914.0,0,Baik
103918.0,0,Baik
103940.0,0,Baik
103963.0,0,Baik
103966.0,0,Baik
103971.0,0,Baik
103980.0,0,Baik
103984.0,0,Baik
103985.0,0,Baik
103998.0,0,Baik
104019.0,0,Baik
104026.0,0,Baik
104035.0,0,Baik
104044.0,0,Baik
104045.0,0,Baik
104047.0,0,Baik
104051.0,0,Baik
104058.0,0,Baik
104063.0,0,Baik
104066.0,0,Baik
104087.0,0,Baik
104089.0,0,Baik
104095.0,0,Baik
104098.0,0,Baik
104104.0,0,Baik
104110.0,0,Baik
104120.0,0,Baik
104122.0,0,Baik
104131.0,0,Baik
104132.0,0,Baik
104135.0,0,Baik
104136.0,0,Baik
104149.0,0,Baik
104150.0,0,Baik
104156.0,0,Baik
104165.0,0,Baik
104175.0,0,Baik
104179.0,0,Baik
104184.0,0,Baik
104206.0,0,Baik
104216.0,0,Baik
104230.0,0,Baik
104257.0,0,Baik
104272.0,0,Baik
104273.0,0,Baik
104278.0,0,Baik
104294.0,0,Baik
104295.0,0,Baik
104297.0,0,Baik
104298.0,0,Baik
104308.0,0,Baik
104318.0,0,Baik
104319.0,0,Baik
104320.0,0,Baik
104327.0,0,Baik
104334.0,0,Baik
104344.0,0,Baik
104350.0,0,Baik
104351.0,0,Baik
104354.0,0,Baik
104369.0,0,Baik
104376.0,0,Baik
104381.0,0,Baik
104384.0,0,Baik
104391.0,0,Baik
104394.0,0,Baik
104398.0,0,Baik
104402.0,0,Baik
104408.0,0,Baik
104409.0,0,Baik
104410.0,0,Baik
104412.0,0,Baik
104417.0,0,Baik
104424.0,0,Baik
104426.0,0,Baik
104435.0,0,Baik
104445.0,0,Baik
104458.0,0,Baik
104460.0,0,Baik
104466.0,0,Baik
104472.0,0,Baik
104473.0,0,Baik
104479.0,0,Baik
104480.0,0,Baik
104482.0,0,Baik
104499.0,0,Baik
104501.0,0,Baik
104502.0,0,Baik
104506.0,0,Baik
104510.0,0,Baik
104512.0,0,Baik
104520.0,0,Baik
104528.0,0,Baik
104529.0,0,Baik
104541.0,0,Baik
104578.0,0,Baik
104584.0,0,Baik
104588.0,0,Baik
104602.0,0,Baik
104610.0,0,Baik
104611.0,0,Baik
104618.0,0,Baik
104620.0,0,Baik
104622.0,0,Baik
104624.0,0,Baik
104625.0,0,Baik
104634.0,0,Baik
104639.0,0,Baik
104646.0,0,Baik
104647.0,0,Baik
104652.0,0,Baik
104670.0,0,Baik
104677.0,0,Baik
104685.0,0,Baik
104691.0,0,Baik
104696.0,0,Baik
104699.0,0,Baik
104712.0,0,Baik
104714.0,0,Baik
104717.0,0,Baik
104718.0,0,Baik
104740.0,0,Baik
104741.0,0,Baik
104743.0,0,Baik
104744.0,0,Baik
104747.0,0,Baik
104767.0,0,Baik
104772.0,0,Baik
104776.0,0,Baik
104779.0,0,Baik
104814.0,0,Baik
104815.0,0,Baik
104830.0,0,Baik
104831.0,0,Baik
104833.0,0,Baik
104839.0,0,Baik
104840.0,0,Baik
104860.0,0,Baik
104861.0,0,Baik
104866.0,0,Baik
104870.0,0,Baik
104877.0,0,Baik
104878.0,0,Baik
104879.0,0,Baik
104880.0,0,Baik
104899.0,0,Baik
104906.0,0,Baik
104907.0,0,Baik
104913.0,0,Baik
104916.0,0,Baik
104921.0,0,Baik
104930.0,0,Baik
104931.0,0,Baik
104936.0,0,Baik
104937.0,0,Baik
104942.0,0,Baik
104943.0,0,Baik
104969.0,0,Baik
104972.0,0,Baik
104988.0,0,Baik
105013.0,0,Baik
105015.0,0,Baik
105019.0,0,Baik
105027.0,0,Baik
105030.0,0,Baik
105035.0,0,Baik
105041.0,0,Baik
105051.0,0,Baik
105056.0,0,Baik
105067.0,0,Baik
105071.0,0,Baik
105072.0,0,Baik
105074.0,0,Baik
105091.0,0,Baik
105101.0,0,Baik
105103.0,0,Baik
105134.0,0,Baik
105139.0,0,Baik
105142.0,0,Baik
105146.0,0,Baik
105163.0,0,Baik
105168.0,0,Baik
105172.0,0,Baik
105176.0,0,Baik
105195.0,0,Baik
105196.0,0,Baik
105197.0,0,Baik
105203.0,0,Baik
105223.0,0,Baik
105227.0,0,Baik
105228.0,0,Baik
105230.0,0,Baik
105231.0,0,Baik
105239.0,0,Baik
105242.0,0,Baik
105244.0,0,Baik
105245.0,0,Baik
105248.0,0,Baik
105249.0,0,Baik
105266.0,0,Baik
105271.0,0,Baik
105276.0,0,Baik
105282.0,0,Baik
105292.0,0,Baik
105297.0,0,Baik
105332.0,0,Baik
105333.0,0,Baik
105343.0,0,Baik
105344.0,0,Baik
105345.0,0,Baik
105357.0,0,Baik
105359.0,0,Baik
105366.0,0,Baik
105367.0,0,Baik
105370.0,0,Baik
105377.0,0,Baik
105390.0,0,Baik
105399.0,0,Baik
105403.0,0,Baik
105404.0,0,Baik
105414.0,0,Baik
105417.0,0,Baik
105425.0,0,Baik
105452.0,0,Baik
105454.0,0,Baik
105456.0,0,Baik
105470.0,0,Baik
105471.0,0,Baik
105483.0,0,Baik
105493.0,0,Baik
105508.0,0,Baik
105514.0,0,Baik
105515.0,0,Baik
105528.0,0,Baik
105529.0,0,Baik
105531.0,0,Baik
105532.0,0,Baik
105558.0,0,Baik
105574.0,0,Baik
105578.0,0,Baik
105584.0,0,Baik
105595.0,0,Baik
105617.0,0,Baik
105618.0,0,Baik
105621.0,0,Baik
105625.0,0,Baik
105629.0,0,Baik
105630.0,0,Baik
105634.0,0,Baik
105635.0,0,Baik
105641.0,0,Baik
105647.0,0,Baik
105648.0,0,Baik
105655.0,0,Baik
105657.0,0,Baik
105672.0,0,Baik
105678.0,0,Baik
105682.0,0,Baik
105691.0,0,Baik
105692.0,0,Baik
105706.0,0,Baik
105712.0,0,Baik
105720.0,0,Baik
105734.0,0,Baik
105735.0,0,Baik
105736.0,0,Baik
105737.0,0,Baik
105738.0,0,Baik
105740.0,0,Baik
105744.0,0,Baik
105747.0,0,Baik
105749.0,0,Baik
105754.0,0,Baik
105758.0,0,Baik
105760.0,0,Baik
105767.0,0,Baik
105784.0,0,Baik
105791.0,0,Baik
105802.0,0,Baik
105807.0,0,Baik
105809.0,0,Baik
105816.0,0,Baik
105817.0,0,Baik
105824.0,0,Baik
105832.0,0,Baik
105856.0,0,Baik
105865.0,0,Baik
105899.0,0,Baik
105906.0,0,Baik
105916.0,0,Baik
105923.0,0,Baik
105937.0,0,Baik
105965.0,0,Baik
105966.0,0,Baik
105968.0,0,Baik
105973.0,0,Baik
105976.0,0,Baik
105978.0,0,Baik
105979.0,0,Baik
105991.0,0,Baik
105998.0,0,Baik
105999.0,0,Baik
106000.0,0,Baik
106001.0,0,Baik
106010.0,0,Baik
106011.0,0,Baik
106013.0,0,Baik
106015.0,0,Baik
106026.0,0,Baik
106032.0,0,Baik
106035.0,0,Baik
106040.0,0,Baik
106041.0,0,Baik
106044.0,0,Baik
106053.0,0,Baik
106054.0,0,Baik
106065.0,0,Baik
106081.0,0,Baik
106083.0,0,Baik
106087.0,0,Baik
106090.0,0,Baik
106101.0,0,Baik
106102.0,0,Baik
106109.0,0,Baik
106116.0,0,Baik
106150.0,0,Baik
106155.0,0,Baik
106166.0,0,Baik
106176.0,0,Baik
106189.0,0,Baik
106199.0,0,Baik
106205.0,0,Baik
106206.0,0,Baik
106211.0,0,Baik
106214.0,0,Baik
106216.0,0,Baik
106217.0,0,Baik
106225.0,0,Baik
106249.0,0,Baik
106256.0,0,Baik
106258.0,0,Baik
106261.0,0,Baik
106262.0,0,Baik
106264.0,0,Baik
106271.0,0,Baik
106276.0,0,Baik
106277.0,0,Baik
106286.0,0,Baik
106293.0,0,Baik
106295.0,0,Baik
106296.0,0,Baik
106297.0,0,Baik
106298.0,0,Baik
106311.0,0,Baik
106314.0,0,Baik
106320.0,0,Baik
106334.0,0,Baik
106346.0,0,Baik
106347.0,0,Baik
106349.0,0,Baik
106354.0,0,Baik
106360.0,0,Baik
106373.0,0,Baik
106377.0,0,Baik
106386.0,0,Baik
106387.0,0,Baik
106391.0,0,Baik
106401.0,0,Baik
106411.0,0,Baik
106413.0,0,Baik
106426.0,0,Baik
106427.0,0,Baik
106428.0,0,Baik
106434.0,0,Baik
106438.0,0,Baik
106440.0,0,Baik
106441.0,0,Baik
106452.0,0,Baik
106453.0,0,Baik
106454.0,0,Baik
106457.0,0,Baik
106484.0,0,Baik
106488.0,0,Baik
106491.0,0,Baik
106514.0,0,Baik
106527.0,0,Baik
106528.0,0,Baik
106529.0,0,Baik
106534.0,0,Baik
106550.0,0,Baik
106577.0,0,Baik
106585.0,0,Baik
106590.0,0,Baik
106607.0,0,Baik
106610.0,0,Baik
106611.0,0,Baik
106612.0,0,Baik
106624.0,0,Baik
106631.0,0,Baik
106647.0,0,Baik
106660.0,0,Baik
106674.0,0,Baik
106687.0,0,Baik
106712.0,0,Baik
106713.0,0,Baik
106717.0,0,Baik
106720.0,0,Baik
106721.0,0,Baik
106724.0,0,Baik
106735.0,0,Baik
106739.0,0,Baik
106740.0,0,Baik
106754.0,0,Baik
106760.0,0,Baik
106761.0,0,Baik
106784.0,0,Baik
106787.0,0,Baik
106797.0,0,Baik
106798.0,0,Baik
106802.0,0,Baik
106803.0,0,Baik
106804.0,0,Baik
106805.0,0,Baik
106810.0,0,Baik
106812.0,0,Baik
106813.0,0,Baik
106817.0,0,Baik
106822.0,0,Baik
106823.0,0,Baik
106827.0,0,Baik
106841.0,0,Baik
106851.0,0,Baik
106852.0,0,Baik
106853.0,0,Baik
106854.0,0,Baik
106861.0,0,Baik
106873.0,0,Baik
106877.0,0,Baik
106878.0,0,Baik
106881.0,0,Baik
106900.0,0,Baik
106906.0,0,Baik
106907.0,0,Baik
106914.0,0,Baik
106916.0,0,Baik
106924.0,0,Baik
106931.0,0,Baik
106936.0,0,Baik
106937.0,0,Baik
106938.0,0,Baik
106939.0,0,Baik
106943.0,0,Baik
106944.0,0,Baik
106967.0,0,Baik
106980.0,0,Baik
106986.0,0,Baik
106987.0,0,Baik
106990.0,0,Baik
107013.0,0,Baik
107023.0,0,Baik
107033.0,0,Baik
107037.0,0,Baik
107048.0,0,Baik
107071.0,0,Baik
107081.0,0,Baik
107113.0,0,Baik
107130.0,0,Baik
107131.0,0,Baik
107145.0,0,Baik
107156.0,0,Baik
107219.0,0,Baik
107222.0,0,Baik
107223.0,0,Baik
107232.0,0,Baik
107245.0,0,Baik
107246.0,0,Baik
107247.0,0,Baik
107256.0,0,Baik
107259.0,0,Baik
107260.0,0,Baik
107279.0,0,Baik
107280.0,0,Baik
107281.0,0,Baik
107285.0,0,Baik
107329.0,0,Baik
107337.0,0,Baik
107349.0,0,Baik
107350.0,0,Baik
107351.0,0,Baik
107359.0,0,Baik
107391.0,0,Baik
107394.0,0,Baik
107395.0,0,Baik
107406.0,0,Baik
107416.0,0,Baik
107417.0,0,Baik
107418.0,0,Baik
107419.0,0,Baik
107444.0,0,Baik
107445.0,0,Baik
107446.0,0,Baik
107460.0,0,Baik
107470.0,0,Baik
107475.0,0,Baik
107520.0,0,Baik
107526.0,0,Baik
107527.0,0,Baik
107530.0,0,Baik
107532.0,0,Baik
107534.0,0,Baik
107535.0,0,Baik
107554.0,0,Baik
107556.0,0,Baik
107559.0,0,Baik
107561.0,0,Baik
107564.0,0,Baik
107566.0,0,Baik
107571.0,0,Baik
107590.0,0,Baik
107602.0,0,Baik
107625.0,0,Baik
107626.0,0,Baik
107635.0,0,Baik
107636.0,0,Baik
107645.0,0,Baik
107652.0,0,Baik
107655.0,0,Baik
107668.0,0,Baik
107670.0,0,Baik
107677.0,0,Baik
107680.0,0,Baik
107683.0,0,Baik
107684.0,0,Baik
107691.0,0,Baik
107692.0,0,Baik
107703.0,0,Baik
107709.0,0,Baik
107710.0,0,Baik
107721.0,0,Baik
107725.0,0,Baik
107727.0,0,Baik
107739.0,0,Baik
107740.0,0,Baik
107741.0,0,Baik
107747.0,0,Baik
107765.0,0,Baik
107768.0,0,Baik
107775.0,0,Baik
107782.0,0,Baik
107790.0,0,Baik
107801.0,0,Baik
107807.0,0,Baik
107811.0,0,Baik
107817.0,0,Baik
107826.0,0,Baik
107838.0,0,Baik
107839.0,0,Baik
107843.0,0,Baik
107847.0,0,Baik
107849.0,0,Baik
107850.0,0,Baik
107867.0,0,Baik
107871.0,0,Baik
107908.0,0,Baik
107913.0,0,Baik
107927.0,0,Baik
107931.0,0,Baik
107955.0,0,Baik
107962.0,0,Baik
107977.0,0,Baik
107978.0,0,Baik
107993.0,0,Baik
108010.0,0,Baik
108016.0,0,Baik
108018.0,0,Baik
108027.0,0,Baik
108045.0,0,Baik
108069.0,0,Baik
108082.0,0,Baik
108089.0,0,Baik
108092.0,0,Baik
108106.0,0,Baik
108112.0,0,Baik
108120.0,0,Baik
108122.0,0,Baik
108135.0,0,Baik
108170.0,0,Baik
108171.0,0,Baik
108177.0,0,Baik
108180.0,0,Baik
108183.0,0,Baik
108184.0,0,Baik
108185.0,0,Baik
108192.0,0,Baik
108195.0,0,Baik
108196.0,0,Baik
108218.0,0,Baik
108219.0,0,Baik
108243.0,0,Baik
108249.0,0,Baik
108251.0,0,Baik
108274.0,0,Baik
108280.0,0,Baik
108289.0,0,Baik
108292.0,0,Baik
108295.0,0,Baik
108327.0,0,Baik
108332.0,0,Baik
108346.0,0,Baik
108349.0,0,Baik
108353.0,0,Baik
108362.0,0,Baik
108363.0,0,Baik
108377.0,0,Baik
108378.0,0,Baik
108381.0,0,Baik
108383.0,0,Baik
108390.0,0,Baik
108407.0,0,Baik
108408.0,0,Baik
108411.0,0,Baik
108412.0,0,Baik
108419.0,0,Baik
108436.0,0,Baik
108437.0,0,Baik
108438.0,0,Baik
108441.0,0,Baik
108448.0,0,Baik
108449.0,0,Baik
108466.0,0,Baik
108467.0,0,Baik
108473.0,0,Baik
108474.0,0,Baik
108476.0,0,Baik
108479.0,0,Baik
108486.0,0,Baik
108493.0,0,Baik
108501.0,0,Baik
108506.0,0,Baik
108510.0,0,Baik
108511.0,0,Baik
108514.0,0,Baik
108517.0,0,Baik
108519.0,0,Baik
108522.0,0,Baik
108548.0,0,Baik
108554.0,0,Baik
108555.0,0,Baik
108559.0,0,Baik
108562.0,0,Baik
108571.0,0,Baik
108572.0,0,Baik
108579.0,0,Baik
108583.0,0,Baik
108584.0,0,Baik
108592.0,0,Baik
108602.0,0,Baik
108609.0,0,Baik
108613.0,0,Baik
108616.0,0,Baik
108618.0,0,Baik
108620.0,0,Baik
108643.0,0,Baik
108649.0,0,Baik
108654.0,0,Baik
108655.0,0,Baik
108656.0,0,Baik
108667.0,0,Baik
108668.0,0,Baik
108682.0,0,Baik
108690.0,0,Baik
108691.0,0,Baik
108692.0,0,Baik
108695.0,0,Baik
108699.0,0,Baik
108710.0,0,Baik
108718.0,0,Baik
108739.0,0,Baik
108740.0,0,Baik
108741.0,0,Baik
108742.0,0,Baik
108763.0,0,Baik
108767.0,0,Baik
108769.0,0,Baik
108779.0,0,Baik
108788.0,0,Baik
108801.0,0,Baik
108802.0,0,Baik
108810.0,0,Baik
108811.0,0,Baik
108813.0,0,Baik
108814.0,0,Baik
108825.0,0,Baik
108826.0,0,Baik
108830.0,0,Baik
108834.0,0,Baik
108852.0,0,Baik
108887.0,0,Baik
108901.0,0,Baik
108908.0,0,Baik
108910.0,0,Baik
108920.0,0,Baik
108922.0,0,Baik
108929.0,0,Baik
